0,1,2,3
Al Zara Mandi Arabian Restaurant,Mutton Mandi [2 Piece],₹564,"Hyderabadi mandi+2 pcs mutton+Fried onion n dry fruits+Chutney+mayonnaise
with a complimentary soup"
Al Zara Mandi Arabian Restaurant,Mutton Special Mandi [Serves 4] [5 Pieces],₹1310,"Hyderabadi mandi +Mutton 5pcs+ Fried onion n dry fruits +Chutney +Mayonnaise
Complimentary soup"
Al Zara Mandi Arabian Restaurant,Grilled Chicken Mandi [1 Pieces],₹385,"Hyderabadi mandi+Grill chicken+Fried onion n dry fruits+Chutney+mayonnaise
with a complimentary soup"
Al Zara Mandi Arabian Restaurant,Chicken Mandi [2 Pieces],₹540,"Hyderabadi mandi + fried chicken +Fried onion n dry fruits +Chutney +mayonnaise
with a ... read more"
Al Zara Mandi Arabian Restaurant,Grilled Chicken mandi [2 pieces],₹555,"Hyderabadi mandi +Grill chicken +Fried onion n dry fruits +Chutney +mayonnaise
with a complimentary ... read more"
Al Zara Mandi Arabian Restaurant,"Haleem [Medium, 750 ml]",₹530,"Prepared using mutton, whole spices and dals which are mashed well using a ... read more"
Al Zara Mandi Arabian Restaurant,Mutton Mandi [3 Pieces],₹852,"Hyderabadi mandi+3 pcs mutton+Fried onion n dry fruits +Chutney+mayonnaise
with a complimentary soup"
Al Zara Mandi Arabian Restaurant,"Haleem [Large, 1200ml]",₹790,"Prepared using mutton, whole spices and dals which are mashed well using a ... read more"
Al Zara Mandi Arabian Restaurant,"Haleem [Small, 350 ml]",₹270,"Prepared using mutton, whole spices and dals which are mashed well using a ... read more"
Al Zara Mandi Arabian Restaurant,Chicken Mandi [1 Piece],₹372,"Hyderabadi mandi + fried chicken +Fried onion n dry fruits +Chutney +mayonnaise
with a ... read more"
Al Zara Mandi Arabian Restaurant,Grill chicken,₹265,Mouth watering grilled smoky chicken & loads of sauces makes it a grill ... read more
Al Zara Mandi Arabian Restaurant,"Grill Chicken Special Mandi [3 Pieces, Serves 3]",₹935,Hyderabadi Mandi+Grilled Chicken [3 Pieces]+Fried Onion+Dry Fruits+Chutney+Mayonnaise+Complimentary mutton Soup
Al Zara Mandi Arabian Restaurant,Extra Rice,₹219,
Al Zara Mandi Arabian Restaurant,Fish Mandi [1 Piece],₹590,"Hyderabadi mandi+ fried boneless fish + Fried onion n dry fruits+ Chutney +mayonnaise
with ... read more"
Al Zara Mandi Arabian Restaurant,Extra Grill Chicken,₹169,
Al Zara Mandi Arabian Restaurant,Mutton Banjara Kebab,₹245,Originally a nomadic preparation of boneless mutton pieces flavoured with spices.
Al Zara Mandi Arabian Restaurant,Shadood Malai,₹200,
Al Zara Mandi Arabian Restaurant,Haji Ali Special Sitaphal Creem,₹200,
Al Zara Mandi Arabian Restaurant,Kunafa With Cheese,₹385,
Al Zara Mandi Arabian Restaurant,Chicken 65,₹350,Spicy tangy red chicken pieces flavoured with curry leaves and green chillies.
Al Zara Mandi Arabian Restaurant,Nawabi Shahi Tukda,₹150,Crisp shahi tukda fried bread slices soaked in sugar syrup & topped with ... read more
Al Zara Mandi Arabian Restaurant,Extra Mayonnaise,₹49,
Al Zara Mandi Arabian Restaurant,Malai Kebab,₹219,Succulent chunks of chicken wrapped in creamy textures along with spices.
Al Zara Mandi Arabian Restaurant,Chicken Tikka,₹219,"Boneless chicken marinated in hung curd & spices, finished in a tandoor."
Al Zara Mandi Arabian Restaurant,Shimla Rabdi,₹150,A low & slow reduced milk dessert.
Al Zara Mandi Arabian Restaurant,Hana [250 ml],₹25,
Al Zara Mandi Arabian Restaurant,Mutton Hyderabadi,₹470,"Mutton cooked in onion gravy with coriander mint taste along with coriander seeds, ... read more"
Al Zara Mandi Arabian Restaurant,Mutton Kolhapuri,₹495,Spicy mutton with lip smacking flavours of green chilli and freshly ground spices.
Al Zara Mandi Arabian Restaurant,Apollo Fish,₹459,
Al Zara Mandi Arabian Restaurant,Omani Sweet,₹145,
Al Zara Mandi Arabian Restaurant,Butter Chicken,₹385,An Indian dish which is a type of curry made from chicken with ... read more
Al Zara Mandi Arabian Restaurant,Chicken Specialist aad ese es series of all Mandi [Serves 3] [3 Pieces],₹900,"Hyderabadi mandi  +Fried chicken+ Fried onion n dry fruits +Chutney +Mayonnaise
Complimentary soup"
Al Zara Mandi Arabian Restaurant,Fish Special Mandi [Serves 3] [2 Pieces],₹995,Hyderabadi mandi +Fried boneless fish 2pcs + Fried onion n dry fruits +Chutney ... read more
Al Zara Mandi Arabian Restaurant,Mutton Special Mandi [Serves 4] [5 Pieces],₹1310,"Hyderabadi mandi +Mutton 5pcs+ Fried onion n dry fruits +Chutney +Mayonnaise
Complimentary soup"
Al Zara Mandi Arabian Restaurant,Mutton Chicken Mix Mandi [Serves 4],₹1405,"Hyderabadi mandi +Mutton +Chicken+ Fried onion n dry fruits +Chutney +Mayonnaise
Complimentary soup"
Al Zara Mandi Arabian Restaurant,Mutton Fish Mix Mandi [Serves 4],₹1428,"Hyderabadi mandi +Mutton +Fried boneless fish+ Fried onion n dry fruits +Chutney +Mayonnaise
Complimentary ... read more"
Al Zara Mandi Arabian Restaurant,Al Zara Special Mix Mandi [Serves 6-7],₹2520,"Hyderabadi mandi +Mutton +Chicken +Fish + Fried onion +Chutney +Mayonnaise
Complimentary soup"
Al Zara Mandi Arabian Restaurant,Al Zara Speciall Mix Raan Mandi [Serves 6 - 7],₹3085,"Hyderabadi Mandi+Mutton Raan+Chicken+Fish+Fried Onion+Dry Fruits+Chutney+Mayonnaise
Complimentary Soup"
Al Zara Mandi Arabian Restaurant,Mutton Raan Pepper Mandi [Serves 4-5],₹1955,Hyderabadi Mandi+Mutton Raan+Fried Onion+Dry Fruits+Chutney+Mayonnaise+Complimentary mutton Soup
Al Zara Mandi Arabian Restaurant,"Grill Chicken Special Mandi [3 Pieces, Serves 3]",₹935,Hyderabadi Mandi+Grilled Chicken [3 Pieces]+Fried Onion+Dry Fruits+Chutney+Mayonnaise+Complimentary mutton Soup
Al Zara Mandi Arabian Restaurant,Chicken Mandi [2 Pieces],₹540,"Hyderabadi mandi + fried chicken +Fried onion n dry fruits +Chutney +mayonnaise
with a ... read more"
Al Zara Mandi Arabian Restaurant,Mutton Mandi [3 Pieces],₹852,"Hyderabadi mandi+3 pcs mutton+Fried onion n dry fruits +Chutney+mayonnaise
with a complimentary soup"
Al Zara Mandi Arabian Restaurant,Fish Mandi [1 Piece],₹590,"Hyderabadi mandi+ fried boneless fish + Fried onion n dry fruits+ Chutney +mayonnaise
with ... read more"
Al Zara Mandi Arabian Restaurant,Grilled Chicken mandi [2 pieces],₹555,"Hyderabadi mandi +Grill chicken +Fried onion n dry fruits +Chutney +mayonnaise
with a complimentary ... read more"
Al Zara Mandi Arabian Restaurant,Chicken Mandi [1 Piece],₹372,"Hyderabadi mandi + fried chicken +Fried onion n dry fruits +Chutney +mayonnaise
with a ... read more"
Al Zara Mandi Arabian Restaurant,"Fish Mandi [Half, 1 Piece]",₹445,Hyderabadi Mandi+Boneless Fried Fish+Fried Onion N Dry Fruits+Chutney+Mayonnaise+Complimentary Soup
Al Zara Mandi Arabian Restaurant,Mutton Mandi [2 Piece],₹564,"Hyderabadi mandi+2 pcs mutton+Fried onion n dry fruits+Chutney+mayonnaise
with a complimentary soup"
Al Zara Mandi Arabian Restaurant,Grilled Chicken Mandi [1 Pieces],₹385,"Hyderabadi mandi+Grill chicken+Fried onion n dry fruits+Chutney+mayonnaise
with a complimentary soup"
Al Zara Mandi Arabian Restaurant,Extra Mutton,₹205,
Al Zara Mandi Arabian Restaurant,Extra Al Faham,₹169,
Al Zara Mandi Arabian Restaurant,Extra Grill Chicken,₹169,
Al Zara Mandi Arabian Restaurant,Extra Chicken,₹159,
Al Zara Mandi Arabian Restaurant,Extra Fish,₹315,
Al Zara Mandi Arabian Restaurant,Extra Rice,₹219,
Al Zara Mandi Arabian Restaurant,Extra Mayonnaise,₹49,
Al Zara Mandi Arabian Restaurant,Grill chicken,₹265,Mouth watering grilled smoky chicken & loads of sauces makes it a grill ... read more
Al Zara Mandi Arabian Restaurant,Mix Platter,₹1380,
Al Zara Mandi Arabian Restaurant,Tandoori Chicken,₹265,"Prepared by roasting chicken marinated in yogurt & spices in a tandoor, a ... read more"
Al Zara Mandi Arabian Restaurant,Chicken Tikka,₹219,"Boneless chicken marinated in hung curd & spices, finished in a tandoor."
Al Zara Mandi Arabian Restaurant,Tangdi Kebab,₹181,A marinade of homemade masala & chilli gives chicken drumsticks a dose of ... read more
Al Zara Mandi Arabian Restaurant,Hariyali Tikka,₹219,"Succulent boneless chicken pieces marinated with powdered rinsed,      ... read more"
Al Zara Mandi Arabian Restaurant,Malai Kebab,₹219,Succulent chunks of chicken wrapped in creamy textures along with spices.
Al Zara Mandi Arabian Restaurant,Murgh Kaali Mirch [chicken],₹375,It is an irresistible aromatic Indian black pepper chicken pieces simmered with lots ... read more
Al Zara Mandi Arabian Restaurant,Mutton Banjara Kebab,₹245,Originally a nomadic preparation of boneless mutton pieces flavoured with spices.
Al Zara Mandi Arabian Restaurant,Apollo Fish,₹459,
Al Zara Mandi Arabian Restaurant,Paneer Chilly,₹351,Indo Chinese dish where cubes of fried crispy paneer are tossed in a ... read more
Al Zara Mandi Arabian Restaurant,Chicken 65,₹350,Spicy tangy red chicken pieces flavoured with curry leaves and green chillies.
Al Zara Mandi Arabian Restaurant,Mutton Nawabi,₹495,Delight in the most flavourful & succulent mutton kebab that are grilled with ... read more
Al Zara Mandi Arabian Restaurant,Paneer Butter Masala,₹350,Mildly sweet & spicy taste with the goodness of fresh cream & butter ... read more
Al Zara Mandi Arabian Restaurant,Shahi Paneer,₹350,"A preparation of paneer, consisting of a thick gravy of cream, tomatoes & ... read more"
Al Zara Mandi Arabian Restaurant,Chicken Kadhai,₹350,"Chicken curry cooked in kadai, where the spices really cling onto the chicken."
Al Zara Mandi Arabian Restaurant,Chicken Kolhapuri,₹350,Spicy chicken with lip smacking flavours of green chilli and freshly ground spices.
Al Zara Mandi Arabian Restaurant,Chicken Nawabi,₹350,Delight in the most flavourful & succulent chicken kebab that are grilled with ... read more
Al Zara Mandi Arabian Restaurant,Butter Chicken,₹385,An Indian dish which is a type of curry made from chicken with ... read more
Al Zara Mandi Arabian Restaurant,Fish Punjabi,₹410,"Fish marinated in cumin, ginger garlic paste & tandoori masala."
Al Zara Mandi Arabian Restaurant,Mutton Kadhai,₹495,"Mutton curry cooked in kadai, where the spices really cling onto the chicken."
Al Zara Mandi Arabian Restaurant,Fish Kolhapuri,₹420,"A Maharashtrian delicacy prepared with tender, juicy fish & a unique blend of ... read more"
Al Zara Mandi Arabian Restaurant,Mutton Hyderabadi,₹470,"Mutton cooked in onion gravy with coriander mint taste along with coriander seeds, ... read more"
Al Zara Mandi Arabian Restaurant,Mutton Kolhapuri,₹495,Spicy mutton with lip smacking flavours of green chilli and freshly ground spices.
Al Zara Mandi Arabian Restaurant,Mutton Roagan Josh,₹470,All-time classic slow cooked mutton dish from Kashmir.
Al Zara Mandi Arabian Restaurant,Chicken Noor Jehani,₹410,
Al Zara Mandi Arabian Restaurant,Chicken Aashiyana,₹410,
Al Zara Mandi Arabian Restaurant,Chicken Kaali Mirch Wala,₹410,An irresistible aromatic Indian black pepper chicken.
Al Zara Mandi Arabian Restaurant,Chicken Begum Bahaar,₹410,
Al Zara Mandi Arabian Restaurant,Chicken Tikka Masala,₹400,Roasted marinated chicken chunks in spiced curry sauce.
Al Zara Mandi Arabian Restaurant,Chicken Afghani,₹399,"Chicken marinated in a lime mixture made from ginger, garlic, spices, herbs, & ... read more"
Al Zara Mandi Arabian Restaurant,Plain Roti,₹30,Round flatbread.
Al Zara Mandi Arabian Restaurant,Butter Roti,₹42,Round flatbread.
Al Zara Mandi Arabian Restaurant,Plain Kulcha,₹50,"Popular soft leavened North Indian flatbread, can be made in the tandoor as ... read more"
Al Zara Mandi Arabian Restaurant,Plain Naan,₹50,A flatbread baked in a tandoor.
Al Zara Mandi Arabian Restaurant,Butter Kulcha,₹60,"Popular soft leavened North Indian flatbread with butter, can be made in the ... read more"
Al Zara Mandi Arabian Restaurant,Butter Naan,₹60,A flatbread baked in a tandoor.
Al Zara Mandi Arabian Restaurant,"Haleem [Small, 350 ml]",₹270,"Prepared using mutton, whole spices and dals which are mashed well using a ... read more"
Al Zara Mandi Arabian Restaurant,"Haleem [Medium, 750 ml]",₹530,"Prepared using mutton, whole spices and dals which are mashed well using a ... read more"
Al Zara Mandi Arabian Restaurant,"Haleem [Large, 1200ml]",₹790,"Prepared using mutton, whole spices and dals which are mashed well using a ... read more"
Al Zara Mandi Arabian Restaurant,Nawabi Shahi Tukda,₹150,Crisp shahi tukda fried bread slices soaked in sugar syrup & topped with ... read more
Al Zara Mandi Arabian Restaurant,Hyderabadi spl Litchi Delight,₹150,
Al Zara Mandi Arabian Restaurant,Omani Sweet,₹145,
Al Zara Mandi Arabian Restaurant,Shimla Rabdi,₹150,A low & slow reduced milk dessert.
Al Zara Mandi Arabian Restaurant,Qubani Sweet,₹145,Qubani sweet one of the famous sweet of Al-Zara
Al Zara Mandi Arabian Restaurant,Haji Ali Special Sitaphal Creem,₹200,
Al Zara Mandi Arabian Restaurant,Kunafa With Cheese,₹385,
Al Zara Mandi Arabian Restaurant,Shadood Malai,₹200,
Al Zara Mandi Arabian Restaurant,Hana [250 ml],₹25,
Fanoos,Beef Biryani,₹162,"Bengaluru's Favorite Biryani Since 1975, Taste It To Believe It!"
Fanoos,Tandoori Chicken,₹228,"Succulent chicken marinated overnight in exotic indian herbs, spices and yogurt, perfectly roasted ... read more"
Fanoos,Fanoos Chicken Minced Roll,₹125,
Fanoos,Chicken Biryani,₹192,"Delicious, perfectly cooked chicken with rice and perfect mix of spices. The best ... read more"
Fanoos,"Beef Veal Kebab [100 grams, Regular]",₹104,
Fanoos,Beef Kalmi Roll,₹135,
Fanoos,"Beef Seekh Kebab [1 Plate, 2 Sticks/Skewers)",₹138,The Best Sheek Kebabs in Bengaluru Since 1975. Taste It To Believe It!
Fanoos,"Beef Boti Kalmi Kebab [Regular, 4 Pieces]",₹122,The most nutritious form of meat also called undercut Meat. Marinated in secret ... read more
Fanoos,"Chilli Beef [1 Plate, Regular]",₹106,"Chunks Of Boneless Meat, Marinated In Masalas & Served for yumminess."
Fanoos,Beef Seekh Roll,₹93,The Best Sheek Kebabs Marinated in the Finest Blend Of Fanoos Secret Ingredients ... read more
Fanoos,Beef Irani Seekh Roll,₹95,"Non Spicy & Arabian Flavorful Sheek Kebabs ,Barbequed and wrapped with Onion & ... read more"
Fanoos,Beef Platter,₹650,"2 sticks of beef sheek kebab 2 iranian sheek. Beef chilli [1 plate], ... read more"
Fanoos,Hariyali Phall,₹112,Flat Boneless haryali Masala Phaal Barbequed to perfection. Kindly Mention in comment section ... read more
Fanoos,"Beef Irani Seekh [1 Plate, 2 Sticks,Skewers)",₹153,Non Spicy Iranian Kobideh Style. A love of 1975. 2 Sticks/Skewer
Fanoos,"Chicken Seekh Kebab [1 Plate, 2 Skew, Regular]",₹204,
Fanoos,Chicken Seekh Roll,₹125,
Fanoos,Fanoos Chicken Minced Roll,₹125,
Fanoos,Chilli Chicken Roll,₹128,
Fanoos,Chicken Keema Plate,₹125,Minced chicken keema flavoured with fanoos masala & 1 rumali roti.
Fanoos,Chicken Platter,₹814,"A Barbeque Special Platter Containing:
Tandoori [Half]+Chicken Kebab [5 Pieces]+Chicken Tikka [4 Pieces]+Chicken Kalmi ... read more"
Fanoos,Tandoori Chicken,₹228,"Succulent chicken marinated overnight in exotic indian herbs, spices and yogurt, perfectly roasted ... read more"
Fanoos,Chicken Kebab,₹205,"Barbequed, flavourful chicken kebabs with the taste of bangalore. A healthy choice"
Fanoos,Boneless Chicken Tikka,₹117,
Fanoos,Chicken Kalmi,₹102.50,"Chicken legs marinated in a special spice mix, grilled to perfection."
Fanoos,"Tangdi Kebab [Big, 1 Thigh Piece]",₹162,Chicken leg kabab made by marinating the leg & thigh piece in spiced ... read more
Fanoos,Chicken Platter,₹814,"A Barbeque Special Platter Containing:
Tandoori [Half]+Chicken Kebab [5 Pieces]+Chicken Tikka [4 Pieces]+Chicken Kalmi ... read more"
Fanoos,"Beef Seekh Kebab [1 Plate, 2 Sticks/Skewers)",₹138,The Best Sheek Kebabs in Bengaluru Since 1975. Taste It To Believe It!
Fanoos,"Beef Irani Seekh [1 Plate, 2 Sticks,Skewers)",₹153,Non Spicy Iranian Kobideh Style. A love of 1975. 2 Sticks/Skewer
Fanoos,"Beef Boti Kalmi Kebab [Regular, 4 Pieces]",₹122,The most nutritious form of meat also called undercut Meat. Marinated in secret ... read more
Fanoos,"Chilli Beef [1 Plate, Regular]",₹106,"Chunks Of Boneless Meat, Marinated In Masalas & Served for yumminess."
Fanoos,Hariyali Phall,₹112,Flat Boneless haryali Masala Phaal Barbequed to perfection. Kindly Mention in comment section ... read more
Fanoos,"Beef Veal Kebab [100 grams, Regular]",₹104,
Fanoos,Beef Platter,₹650,"2 sticks of beef sheek kebab 2 iranian sheek. Beef chilli [1 plate], ... read more"
Fanoos,Phall,₹112,Bangalore favorite phall [chops] freshly marinated and barbequed for perfection.
Fanoos,Beef Seekh Roll,₹93,The Best Sheek Kebabs Marinated in the Finest Blend Of Fanoos Secret Ingredients ... read more
Fanoos,Beef Irani Seekh Roll,₹95,"Non Spicy & Arabian Flavorful Sheek Kebabs ,Barbequed and wrapped with Onion & ... read more"
Fanoos,Beef Kalmi Roll,₹135,
Fanoos,Boti Kalmi Roll,₹135,
Fanoos,Chilli Beef Roll,₹116,
Fanoos,Phall Roll,₹103,
Fanoos,Hariyali Phal Roll,₹115,Boneless barbequed Hariyali masala marinated phal wrapped with a rumali and onions for ... read more
Fanoos,"Mutton Seekh Kebab [1 Plate, 2 Skew, Regular]",₹256,
